code_sdr,nom_sdr,idugd,niveau_geo,qualite_geo,c1,symbole_c1,c58,symbole_c58,c63,symbole_c63,c64,symbole_c64,c65,symbole_c65,c68,symbole_c68,c69,symbole_c69,c70,symbole_c70,c78,symbole_c78,c86,symbole_c86,c89,symbole_c89,c97,symbole_c97,c126,symbole_c126,c127,symbole_c127,c128,symbole_c128,c1998,symbole_c1998,c1999,symbole_c1999,c2229,symbole_c2229
2411015,"Sainte-Rita, Municipalité (MÉ)",2021A00052411015,Subdivision de recensement,00010,303,,265,,0,,5,,5,,5,,10,,20,,90,,10,,305,,55,,265,,260,,35600,,265,,85,,39.6,
2411020,"Saint-Guy, Municipalité (MÉ)",2021A00052411020,Subdivision de recensement,00909,76,,75,,0,,5,,0,,0,,5,,15,,20,,5,,80,,25,,70,,,x,,x,70,,30,,21.4,
2411025,"Saint-Médard, Municipalité (MÉ)",2021A00052411025,Subdivision de recensement,00909,216,,190,,0,,5,,0,,5,,10,,15,,70,,10,,215,,35,,185,,,x,,x,185,,65,,54.1,
2411030,"Sainte-Françoise, Paroisse (municipalité de) (PE)",2021A00052411030,Subdivision de recensement,00000,383,,325,,0,,15,,0,,5,,25,,15,,115,,10,,380,,70,,345,,330,,36600,,340,,110,,52.9,
2411035,"Saint-Éloi, Paroisse (municipalité de) (PE)",2021A00052411035,Subdivision de recensement,00000,310,,270,,5,,15,,0,,5,,0,,15,,95,,10,,295,,40,,335,,330,,40200,,330,,55,,59.1,
2411040,"Trois-Pistoles, Ville (V)",2021A00052411040,Subdivision de recensement,00000,3115,,2790,,0,,100,,20,,30,,220,,325,,795,,115,,2880,,730,,2545,,2525,,42000,,2545,,620,,44.2,
2411045,"Notre-Dame-des-Neiges, Municipalité (MÉ)",2021A00052411045,Subdivision de recensement,00000,1194,,1050,,0,,35,,10,,5,,65,,60,,380,,40,,1190,,190,,1040,,1025,,45100,,1040,,155,,51.9,
2411050,"Saint-Mathieu-de-Rioux, Municipalité (MÉ)",2021A00052411050,Subdivision de recensement,01000,691,,600,,5,,30,,0,,5,,45,,35,,210,,20,,690,,125,,595,,595,,51000,,595,,90,,61.3,
2411055,"Saint-Simon-de-Rimouski, Municipalité (MÉ)",2021A00052411055,Subdivision de recensement,00010,455,,410,,0,,25,,5,,5,,20,,25,,145,,5,,455,,80,,350,,350,,40800,,345,,70,,33.3,
2411902,"Lac-Boisbouscache, Non organisé (NO)",2021A00052411902,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2412005,"Saint-Cyprien, Municipalité (MÉ)",2021A00052412005,Subdivision de recensement,00000,1078,,895,,5,,20,,0,,10,,45,,70,,290,,35,,985,,155,,820,,795,,42900,,820,,205,,64.6,
2412010,"Saint-Hubert-de-Rivière-du-Loup, Municipalité (MÉ)",2021A00052412010,Subdivision de recensement,00000,1412,,1200,,0,,60,,10,,15,,70,,75,,410,,30,,1390,,220,,1175,,1155,,40900,,1170,,300,,50.9,
2412015,"Saint-Antonin, Municipalité (MÉ)",2021A00052412015,Subdivision de recensement,00000,4338,,3520,,0,,115,,30,,20,,170,,140,,1270,,140,,4295,,595,,3470,,3435,,46840,,3470,,760,,67.3,
2412020,"Saint-Modeste, Municipalité (MÉ)",2021A00052412020,Subdivision de recensement,00000,1180,,900,,0,,40,,5,,5,,30,,20,,350,,35,,1170,,95,,885,,875,,44500,,885,,170,,67.2,
2412025,"Saint-François-Xavier-de-Viger, Municipalité (MÉ)",2021A00052412025,Subdivision de recensement,00909,247,,200,,0,,5,,0,,5,,15,,15,,70,,10,,245,,50,,190,,,x,,x,195,,60,,56.4,
2412030,"Saint-Épiphane, Municipalité (MÉ)",2021A00052412030,Subdivision de recensement,00000,836,,675,,0,,20,,5,,5,,30,,30,,220,,25,,825,,135,,630,,625,,37400,,635,,190,,57.1,
2412035,"Saint-Paul-de-la-Croix, Paroisse (municipalité de) (PE)",2021A00052412035,Subdivision de recensement,00000,313,,270,,0,,15,,5,,5,,15,,10,,90,,10,,310,,65,,305,,305,,38800,,305,,75,,52.5,
2412043,"L'Isle-Verte, Municipalité (MÉ)",2021A00052412043,Subdivision de recensement,00000,1356,,1135,,5,,65,,15,,15,,70,,65,,395,,55,,1340,,235,,1095,,1090,,41100,,1095,,215,,58,
2412045,"Notre-Dame-des-Sept-Douleurs, Paroisse (municipalité de) (PE)",2021A00052412045,Subdivision de recensement,02929,71,,65,,0,,5,,0,,0,,10,,5,,20,,0,,70,,25,,85,,,x,,x,85,,25,,47.1,
2412057,"Cacouna, Municipalité (MÉ)",2021A00052412057,Subdivision de recensement,00000,1848,,1525,,5,,75,,10,,15,,85,,80,,550,,55,,1835,,280,,1505,,1495,,46720,,1510,,235,,58.3,
2412065,"Saint-Arsène, Paroisse (municipalité de) (PE)",2021A00052412065,Subdivision de recensement,00000,1245,,950,,10,,25,,0,,10,,40,,40,,350,,35,,1220,,105,,925,,915,,43800,,930,,165,,64.5,
2412072,"Rivière-du-Loup, Ville (V)",2021A00052412072,Subdivision de recensement,00000,20118,,17365,,35,,660,,100,,195,,1235,,1270,,5300,,715,,18865,,3910,,16120,,15855,,49200,,16120,,2935,,56.2,
2412080,"Notre-Dame-du-Portage, Municipalité (MÉ)",2021A00052412080,Subdivision de recensement,00000,1296,,1115,,0,,55,,5,,10,,60,,45,,410,,35,,1295,,175,,1125,,1115,,66400,,1125,,110,,55.1,
2413005,"Dégelis, Ville (V)",2021A00052413005,Subdivision de recensement,00000,2884,,2540,,15,,115,,30,,55,,155,,220,,835,,135,,2750,,525,,2405,,2360,,40160,,2405,,760,,53.4,
2413010,"Saint-Jean-de-la-Lande, Municipalité (MÉ)",2021A00052413010,Subdivision de recensement,00919,232,,220,,0,,0,,5,,5,,15,,20,,75,,10,,230,,50,,190,,,x,,x,190,,85,,39.5,
2413015,"Packington, Paroisse (municipalité de) (PE)",2021A00052413015,Subdivision de recensement,00000,578,,500,,0,,20,,5,,5,,25,,30,,180,,10,,580,,85,,505,,500,,37400,,505,,180,,53.5,
2413020,"Saint-Marc-du-Lac-Long, Paroisse (municipalité de) (PE)",2021A00052413020,Subdivision de recensement,00000,365,,330,,0,,15,,5,,5,,25,,15,,115,,10,,365,,55,,320,,320,,35800,,320,,100,,54.7,
2413025,"Rivière-Bleue, Municipalité (MÉ)",2021A00052413025,Subdivision de recensement,00000,1261,,1105,,5,,35,,15,,10,,85,,85,,345,,40,,1200,,255,,1055,,1055,,33100,,1055,,400,,35.1,
2413030,"Saint-Eusèbe, Paroisse (municipalité de) (PE)",2021A00052413030,Subdivision de recensement,00000,587,,485,,0,,20,,5,,10,,20,,25,,175,,20,,575,,65,,475,,475,,41200,,475,,120,,57.9,
2413040,"Saint-Juste-du-Lac, Municipalité (MÉ)",2021A00052413040,Subdivision de recensement,00000,543,,480,,5,,15,,10,,5,,40,,25,,165,,20,,545,,95,,485,,470,,35200,,490,,125,,42.9,
2413045,"Auclair, Municipalité (MÉ)",2021A00052413045,Subdivision de recensement,00000,447,,385,,0,,15,,0,,10,,20,,20,,130,,20,,450,,75,,385,,380,,35600,,380,,100,,53.2,
2413050,"Lejeune, Municipalité (MÉ)",2021A00052413050,Subdivision de recensement,00909,246,,220,,0,,10,,0,,0,,15,,20,,70,,5,,245,,55,,225,,,x,,x,225,,110,,37.8,
2413055,"Biencourt, Municipalité (MÉ)",2021A00052413055,Subdivision de recensement,00000,433,,380,,0,,25,,5,,0,,45,,30,,125,,10,,430,,105,,395,,390,,36600,,395,,125,,46.8,
2413060,"Lac-des-Aigles, Municipalité (MÉ)",2021A00052413060,Subdivision de recensement,00000,495,,425,,0,,20,,5,,5,,30,,30,,150,,15,,495,,90,,410,,395,,35200,,405,,120,,35.8,
2413065,"Saint-Michel-du-Squatec, Municipalité (MÉ)",2021A00052413065,Subdivision de recensement,00000,1076,,975,,0,,35,,5,,15,,45,,105,,320,,25,,1005,,175,,910,,890,,40500,,915,,300,,41.5,
2413073,"Témiscouata-sur-le-Lac, Ville (V)",2021A00052413073,Subdivision de recensement,00000,5054,,4370,,15,,205,,30,,50,,315,,340,,1435,,190,,4810,,880,,4130,,4100,,44920,,4130,,965,,51.7,
2413075,"Saint-Pierre-de-Lamy, Municipalité (MÉ)",2021A00052413075,Subdivision de recensement,00909,122,,110,,0,,5,,0,,0,,5,,5,,40,,5,,125,,20,,135,,,x,,x,135,,55,,59.3,
2413080,"Saint-Louis-du-Ha! Ha!, Paroisse (municipalité de) (PE)",2021A00052413080,Subdivision de recensement,00000,1311,,1140,,5,,40,,5,,10,,50,,80,,370,,25,,1190,,180,,1025,,1010,,41700,,1025,,230,,53.7,
2413085,"Saint-Elzéar-de-Témiscouata, Municipalité (MÉ)",2021A00052413085,Subdivision de recensement,00000,311,,270,,0,,15,,0,,5,,10,,20,,95,,10,,310,,40,,325,,320,,38800,,325,,140,,58.5,
2413090,"Saint-Honoré-de-Témiscouata, Municipalité (MÉ)",2021A00052413090,Subdivision de recensement,00000,763,,625,,0,,10,,5,,5,,40,,45,,210,,20,,735,,105,,525,,520,,36200,,530,,225,,49.1,
2413095,"Pohénégamook, Ville (V)",2021A00052413095,Subdivision de recensement,00000,2481,,2165,,10,,80,,15,,25,,115,,170,,740,,85,,2420,,410,,2095,,2085,,43240,,2095,,540,,46.3,
2413100,"Saint-Athanase, Municipalité (MÉ)",2021A00052413100,Subdivision de recensement,00000,303,,245,,0,,5,,0,,5,,10,,20,,85,,15,,305,,50,,265,,255,,38800,,260,,125,,48.1,
2414005,"Mont-Carmel, Municipalité (MÉ)",2021A00052414005,Subdivision de recensement,00000,1160,,985,,5,,40,,5,,5,,60,,80,,330,,35,,1110,,190,,925,,925,,39000,,925,,260,,46.5,
2414010,"Saint-Bruno-de-Kamouraska, Municipalité (MÉ)",2021A00052414010,Subdivision de recensement,00000,515,,470,,5,,20,,0,,5,,30,,15,,155,,30,,495,,75,,460,,450,,37600,,460,,125,,55.4,
2414018,"Saint-Pascal, Ville (V)",2021A00052414018,Subdivision de recensement,00000,3530,,3040,,5,,130,,15,,30,,165,,270,,975,,115,,3295,,545,,2800,,2755,,41600,,2800,,645,,53.6,
2414025,"Sainte-Hélène-de-Kamouraska, Municipalité (MÉ)",2021A00052414025,Subdivision de recensement,00000,891,,755,,0,,20,,0,,15,,25,,50,,265,,20,,870,,110,,730,,730,,39500,,730,,215,,61.6,
2414030,"Saint-Joseph-de-Kamouraska, Paroisse (municipalité de) (PE)",2021A00052414030,Subdivision de recensement,00000,398,,315,,0,,15,,0,,0,,10,,15,,120,,10,,400,,40,,300,,300,,43200,,300,,85,,61.7,
2414035,"Saint-Alexandre-de-Kamouraska, Municipalité (MÉ)",2021A00052414035,Subdivision de recensement,00000,2255,,1820,,0,,60,,10,,5,,105,,120,,600,,45,,2090,,240,,1690,,1665,,44400,,1685,,410,,63.5,
2414040,"Saint-André-de-Kamouraska, Municipalité (MÉ)",2021A00052414040,Subdivision de recensement,00000,658,,560,,0,,20,,0,,5,,35,,65,,165,,15,,560,,80,,455,,445,,48200,,450,,95,,62.6,
2414045,"Saint-Germain, Paroisse (municipalité de) (PE)",2021A00052414045,Subdivision de recensement,00000,294,,245,,0,,10,,0,,0,,15,,15,,85,,5,,295,,55,,240,,240,,48400,,240,,55,,77.1,
2414050,"Kamouraska, Municipalité (MÉ)",2021A00052414050,Subdivision de recensement,00000,607,,530,,0,,20,,0,,5,,30,,30,,180,,15,,600,,95,,555,,555,,38000,,550,,120,,56.4,
2414055,"Saint-Denis-De La Bouteillerie, Municipalité (MÉ)",2021A00052414055,Subdivision de recensement,00000,518,,455,,0,,25,,5,,0,,25,,25,,165,,10,,520,,65,,470,,455,,44200,,470,,80,,51.1,
2414060,"Saint-Philippe-de-Néri, Paroisse (municipalité de) (PE)",2021A00052414060,Subdivision de recensement,00000,818,,695,,5,,30,,0,,15,,40,,50,,245,,35,,805,,120,,680,,670,,36600,,680,,225,,50.7,
2414065,"Rivière-Ouelle, Municipalité (MÉ)",2021A00052414065,Subdivision de recensement,00000,995,,870,,0,,50,,10,,10,,30,,55,,300,,30,,980,,130,,840,,835,,47900,,840,,140,,53.6,
2414070,"Saint-Pacôme, Municipalité (MÉ)",2021A00052414070,Subdivision de recensement,00000,1806,,1600,,0,,60,,15,,15,,115,,310,,450,,55,,1485,,235,,1275,,1275,,41300,,1275,,345,,49.8,
2414075,"Saint-Gabriel-Lalemant, Municipalité (MÉ)",2021A00052414075,Subdivision de recensement,00000,660,,585,,0,,20,,5,,5,,30,,45,,195,,25,,660,,115,,605,,605,,41400,,605,,165,,52.1,
2414080,"Saint-Onésime-d'Ixworth, Municipalité (MÉ)",2021A00052414080,Subdivision de recensement,00000,522,,445,,0,,15,,5,,5,,35,,20,,155,,25,,520,,105,,405,,395,,41600,,405,,130,,51.9,
2414085,"La Pocatière, Ville (V)",2021A00052414085,Subdivision de recensement,00000,4078,,3600,,5,,105,,20,,50,,270,,220,,1025,,145,,3825,,910,,3365,,3290,,42200,,3365,,690,,54.7,
2414090,"Sainte-Anne-de-la-Pocatière, Paroisse (municipalité de) (PE)",2021A00052414090,Subdivision de recensement,00000,1597,,1350,,0,,60,,5,,10,,65,,65,,505,,45,,1590,,160,,1335,,1320,,48000,,1330,,300,,55.6,
2414902,"Picard, Non organisé (NO)",2021A00052414902,Subdivision de recensement,09999,5,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2414904,"Petit-Lac-Sainte-Anne, Non organisé (NO)",2021A00052414904,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2415005,"Saint-Irénée, Paroisse (municipalité de) (PE)",2021A00052415005,Subdivision de recensement,00000,678,,605,,0,,35,,5,,5,,45,,45,,220,,15,,675,,100,,585,,585,,66400,,585,,70,,38.5,
2415013,"La Malbaie, Ville (V)",2021A00052415013,Subdivision de recensement,00000,8235,,7130,,25,,355,,55,,80,,470,,560,,2395,,330,,7970,,1355,,6885,,6835,,42800,,6885,,1460,,51.1,
2415025,"Notre-Dame-des-Monts, Municipalité (MÉ)",2021A00052415025,Subdivision de recensement,00000,789,,650,,0,,30,,5,,10,,40,,35,,250,,30,,775,,80,,640,,635,,43800,,645,,175,,48.8,
2415030,"Saint-Aimé-des-Lacs, Municipalité (MÉ)",2021A00052415030,Subdivision de recensement,00000,1158,,990,,0,,45,,10,,15,,60,,55,,350,,30,,1150,,160,,970,,965,,45900,,970,,180,,54.1,
2415035,"Clermont, Ville (V)",2021A00052415035,Subdivision de recensement,00000,3065,,2625,,0,,135,,20,,25,,185,,180,,905,,120,,2985,,500,,2570,,2545,,42920,,2570,,560,,52.9,
2415058,"Saint-Siméon, Municipalité (MÉ)",2021A00052415058,Subdivision de recensement,00000,1139,,1030,,0,,45,,10,,15,,65,,105,,335,,40,,1060,,170,,955,,940,,38700,,955,,260,,41.9,
2415065,"Baie-Sainte-Catherine, Municipalité (MÉ)",2021A00052415065,Subdivision de recensement,00909,184,,175,,0,,5,,0,,0,,15,,20,,50,,5,,180,,45,,155,,,x,,x,155,,55,,22.6,
2415902,"Mont-Élie, Non organisé (NO)",2021A00052415902,Subdivision de recensement,01919,51,,45,,0,,5,,0,,0,,0,,5,,15,,0,,50,,10,,45,,,x,,x,45,,10,,44.4,
2415904,"Sagard, Non organisé (NO)",2021A00052415904,Subdivision de recensement,00909,110,,105,,0,,0,,0,,0,,10,,10,,40,,0,,110,,15,,95,,,x,,x,95,,35,,21.1,
2416005,"Petite-Rivière-Saint-François, Municipalité (MÉ)",2021A00052416005,Subdivision de recensement,01010,953,,845,,0,,35,,0,,10,,40,,45,,285,,15,,940,,155,,825,,820,,56300,,825,,150,,52.1,
2416013,"Baie-Saint-Paul, Ville (V)",2021A00052416013,Subdivision de recensement,00000,7371,,6425,,15,,305,,35,,80,,490,,620,,2015,,230,,7005,,1310,,6065,,5990,,44760,,6065,,1165,,52.2,
2416023,"L'Isle-aux-Coudres, Municipalité (MÉ)",2021A00052416023,Subdivision de recensement,00000,1116,,1040,,5,,40,,5,,5,,65,,110,,345,,40,,1100,,225,,1035,,1030,,41800,,1035,,235,,40.6,
2416048,"Les Éboulements, Municipalité (MÉ)",2021A00052416048,Subdivision de recensement,00000,1465,,1255,,0,,50,,10,,10,,60,,70,,435,,40,,1450,,195,,1265,,1235,,49700,,1260,,240,,55.2,
2416050,"Saint-Hilarion, Paroisse (municipalité de) (PE)",2021A00052416050,Subdivision de recensement,00000,1146,,940,,0,,35,,5,,10,,60,,55,,345,,55,,1145,,135,,940,,925,,41300,,940,,240,,60.6,
2416055,"Saint-Urbain, Paroisse (municipalité de) (PE)",2021A00052416055,Subdivision de recensement,00000,1320,,1120,,5,,55,,15,,20,,70,,80,,385,,40,,1305,,185,,1080,,1075,,43700,,1075,,245,,53,
2416902,"Lac-Pikauba, Non organisé (NO)",2021A00052416902,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2417005,"Saint-Omer, Municipalité (MÉ)",2021A00052417005,Subdivision de recensement,00000,294,,265,,0,,15,,5,,10,,15,,15,,95,,10,,295,,45,,240,,240,,40000,,245,,75,,53.1,
2417010,"Saint-Pamphile, Ville (V)",2021A00052417010,Subdivision de recensement,00000,2274,,1985,,5,,75,,10,,10,,100,,150,,680,,70,,2245,,405,,1940,,1925,,40600,,1940,,750,,54.6,
2417015,"Saint-Adalbert, Municipalité (MÉ)",2021A00052417015,Subdivision de recensement,00000,460,,395,,0,,5,,0,,10,,25,,35,,135,,15,,455,,80,,405,,400,,38200,,400,,160,,52.5,
2417020,"Saint-Marcel, Municipalité (MÉ)",2021A00052417020,Subdivision de recensement,00000,422,,360,,0,,10,,0,,0,,20,,25,,135,,15,,420,,70,,350,,335,,39600,,350,,125,,52.9,
2417025,"Sainte-Félicité, Municipalité (MÉ)",2021A00052417025,Subdivision de recensement,00000,350,,315,,0,,5,,0,,0,,20,,25,,105,,5,,345,,65,,335,,325,,33200,,335,,165,,56.7,
2417030,"Sainte-Perpétue, Municipalité (MÉ)",2021A00052417030,Subdivision de recensement,00000,1715,,1470,,5,,55,,5,,25,,90,,160,,475,,65,,1600,,275,,1360,,1340,,37280,,1360,,565,,49.6,
2417035,"Tourville, Municipalité (MÉ)",2021A00052417035,Subdivision de recensement,00000,576,,500,,0,,25,,0,,5,,40,,40,,165,,25,,565,,110,,475,,455,,35200,,475,,210,,47.4,
2417040,"Saint-Damase-de-L'Islet, Municipalité (MÉ)",2021A00052417040,Subdivision de recensement,00000,563,,500,,0,,20,,0,,5,,20,,35,,175,,20,,565,,95,,515,,515,,36800,,510,,145,,51,
2417045,"Saint-Cyrille-de-Lessard, Paroisse (municipalité de) (PE)",2021A00052417045,Subdivision de recensement,00000,742,,650,,0,,25,,0,,10,,60,,55,,215,,30,,745,,165,,690,,660,,39600,,695,,205,,46,
2417055,"Saint-Aubert, Municipalité (MÉ)",2021A00052417055,Subdivision de recensement,00000,1441,,1240,,5,,45,,5,,15,,75,,90,,405,,40,,1410,,235,,1195,,1195,,42300,,1195,,295,,56.9,
2417060,"Sainte-Louise, Paroisse (municipalité de) (PE)",2021A00052417060,Subdivision de recensement,00000,674,,540,,5,,20,,0,,5,,30,,20,,195,,30,,675,,100,,595,,595,,37600,,595,,120,,56.3,
2417065,"Saint-Roch-des-Aulnaies, Municipalité (MÉ)",2021A00052417065,Subdivision de recensement,00000,955,,825,,0,,40,,5,,10,,55,,45,,285,,35,,955,,150,,800,,790,,43500,,800,,120,,53.8,
2417070,"Saint-Jean-Port-Joli, Municipalité (MÉ)",2021A00052417070,Subdivision de recensement,00000,3329,,2855,,15,,115,,10,,25,,190,,210,,930,,150,,3190,,575,,2700,,2675,,43280,,2705,,480,,55.6,
2417078,"L'Islet, Municipalité (MÉ)",2021A00052417078,Subdivision de recensement,00000,3803,,3280,,5,,140,,20,,30,,200,,250,,1075,,150,,3610,,625,,3055,,3025,,43880,,3050,,740,,57,
2418005,"Saint-Just-de-Bretenières, Municipalité (MÉ)",2021A00052418005,Subdivision de recensement,00000,639,,580,,0,,20,,0,,10,,50,,45,,185,,20,,630,,155,,565,,560,,32800,,565,,240,,40.7,
2418010,"Lac-Frontière, Municipalité (MÉ)",2021A00052418010,Subdivision de recensement,00909,175,,155,,0,,10,,5,,0,,10,,15,,55,,5,,170,,35,,200,,,x,,x,200,,115,,32.5,
2418015,"Saint-Fabien-de-Panet, Paroisse (municipalité de) (PE)",2021A00052418015,Subdivision de recensement,00000,945,,835,,0,,30,,5,,5,,75,,90,,250,,25,,885,,200,,750,,750,,36700,,745,,245,,45,
2418020,"Sainte-Lucie-de-Beauregard, Municipalité (MÉ)",2021A00052418020,Subdivision de recensement,00000,275,,250,,5,,15,,0,,5,,20,,25,,85,,15,,275,,60,,260,,250,,36000,,260,,85,,40.4,
2418025,"Sainte-Apolline-de-Patton, Paroisse (municipalité de) (PE)",2021A00052418025,Subdivision de recensement,01000,505,,465,,0,,20,,5,,5,,35,,45,,150,,15,,505,,105,,405,,390,,32200,,405,,155,,46.9,
2418030,"Saint-Paul-de-Montminy, Municipalité (MÉ)",2021A00052418030,Subdivision de recensement,00000,849,,715,,5,,30,,0,,10,,40,,60,,240,,30,,825,,165,,690,,680,,37400,,695,,205,,46.8,
2418035,"Sainte-Euphémie-sur-Rivière-du-Sud, Municipalité (MÉ)",2021A00052418035,Subdivision de recensement,00000,338,,300,,0,,15,,0,,5,,25,,20,,100,,15,,340,,65,,330,,320,,35800,,330,,115,,43.9,
2418040,"Notre-Dame-du-Rosaire, Municipalité (MÉ)",2021A00052418040,Subdivision de recensement,00000,371,,325,,5,,15,,5,,10,,30,,25,,110,,10,,370,,85,,325,,325,,39200,,325,,95,,50.8,
2418045,"Cap-Saint-Ignace, Municipalité (MÉ)",2021A00052418045,Subdivision de recensement,00000,3099,,2630,,5,,100,,15,,25,,125,,195,,905,,100,,3000,,445,,2570,,2550,,42160,,2570,,630,,57.2,
2418050,"Montmagny, Ville (V)",2021A00052418050,Subdivision de recensement,00000,10999,,9675,,30,,310,,55,,140,,645,,770,,3045,,450,,10715,,2300,,9390,,9290,,43320,,9390,,2395,,53.4,
2418055,"Saint-Pierre-de-la-Rivière-du-Sud, Paroisse (municipalité de) (PE)",2021A00052418055,Subdivision de recensement,00000,840,,705,,5,,20,,5,,5,,30,,35,,250,,25,,840,,115,,695,,695,,44500,,695,,175,,66.2,
2418060,"Saint-François-de-la-Rivière-du-Sud, Municipalité (MÉ)",2021A00052418060,Subdivision de recensement,00000,1580,,1270,,5,,30,,0,,10,,55,,70,,435,,60,,1560,,220,,1285,,1275,,42600,,1285,,340,,61.1,
2418065,"Berthier-sur-Mer, Municipalité (MÉ)",2021A00052418065,Subdivision de recensement,00000,1744,,1445,,5,,90,,15,,10,,80,,75,,530,,50,,1735,,245,,1405,,1390,,52500,,1405,,220,,55.5,
2418070,"Saint-Antoine-de-l'Isle-aux-Grues, Paroisse (municipalité de) (PE)",2021A00052418070,Subdivision de recensement,00909,122,,115,,0,,10,,0,,5,,10,,10,,35,,0,,120,,30,,90,,,x,,x,90,,15,,77.8,
2419005,"Saint-Philémon, Paroisse (municipalité de) (PE)",2021A00052419005,Subdivision de recensement,00010,680,,620,,0,,25,,10,,5,,55,,40,,200,,25,,680,,155,,565,,555,,36800,,565,,205,,41.6,
2419010,"Notre-Dame-Auxiliatrice-de-Buckland, Paroisse (municipalité de) (PE)",2021A00052419010,Subdivision de recensement,00000,767,,680,,0,,35,,5,,5,,60,,45,,235,,25,,755,,140,,735,,735,,41200,,735,,220,,55.8,
2419015,"Saint-Nazaire-de-Dorchester, Paroisse (municipalité de) (PE)",2021A00052419015,Subdivision de recensement,00000,338,,295,,0,,5,,0,,5,,10,,15,,105,,5,,330,,45,,275,,275,,38400,,275,,115,,54.5,
2419020,"Saint-Léon-de-Standon, Paroisse (municipalité de) (PE)",2021A00052419020,Subdivision de recensement,00000,1042,,930,,0,,40,,5,,10,,55,,65,,300,,30,,1045,,235,,930,,915,,38100,,935,,315,,47.1,
2419025,"Saint-Malachie, Paroisse (municipalité de) (PE)",2021A00052419025,Subdivision de recensement,00000,1667,,1410,,5,,60,,5,,30,,80,,115,,440,,55,,1520,,245,,1265,,1260,,42700,,1265,,290,,64.4,
2419030,"Saint-Damien-de-Buckland, Paroisse (municipalité de) (PE)",2021A00052419030,Subdivision de recensement,00000,1893,,1635,,0,,50,,5,,30,,115,,120,,480,,60,,1690,,325,,1420,,1410,,41520,,1420,,360,,56.3,
2419037,"Armagh, Municipalité (MÉ)",2021A00052419037,Subdivision de recensement,00000,1439,,1215,,5,,50,,10,,10,,95,,80,,415,,60,,1425,,260,,1180,,1170,,35700,,1180,,370,,46.6,
2419045,"Saint-Nérée-de-Bellechasse, Municipalité (MÉ)",2021A00052419045,Subdivision de recensement,00000,744,,630,,0,,25,,10,,5,,50,,30,,225,,20,,730,,125,,625,,625,,39600,,625,,160,,52.8,
2419050,"Saint-Lazare-de-Bellechasse, Municipalité (MÉ)",2021A00052419050,Subdivision de recensement,00000,1332,,1065,,5,,30,,5,,10,,45,,75,,365,,40,,1275,,160,,1000,,970,,43900,,1000,,235,,67.5,
2419055,"Sainte-Claire, Municipalité (MÉ)",2021A00052419055,Subdivision de recensement,00000,3526,,2920,,10,,100,,10,,30,,145,,140,,1030,,135,,3450,,535,,2825,,2770,,48680,,2825,,575,,62.7,
2419062,"Saint-Anselme, Municipalité (MÉ)",2021A00052419062,Subdivision de recensement,00000,4047,,3310,,15,,115,,20,,30,,155,,170,,1145,,135,,3970,,505,,3240,,3210,,46480,,3240,,630,,65.7,
2419068,"Saint-Henri, Municipalité (MÉ)",2021A00052419068,Subdivision de recensement,00000,5813,,4490,,10,,160,,20,,35,,195,,165,,1675,,215,,5780,,650,,4460,,4385,,51600,,4460,,840,,72.8,
2419070,"Honfleur, Municipalité (MÉ)",2021A00052419070,Subdivision de recensement,00000,881,,705,,5,,15,,0,,5,,20,,45,,255,,15,,845,,80,,650,,640,,46200,,645,,130,,65.9,
2419075,"Saint-Gervais, Municipalité (MÉ)",2021A00052419075,Subdivision de recensement,00000,2138,,1730,,0,,35,,5,,5,,75,,115,,595,,70,,2085,,260,,1720,,1715,,45960,,1720,,325,,70.1,
2419082,"Saint-Raphaël, Municipalité (MÉ)",2021A00052419082,Subdivision de recensement,00000,2458,,2065,,0,,80,,10,,10,,95,,135,,725,,95,,2390,,350,,1990,,1950,,42800,,1990,,535,,59.5,
2419090,"La Durantaye, Paroisse (municipalité de) (PE)",2021A00052419090,Subdivision de recensement,00000,782,,640,,0,,25,,0,,5,,35,,25,,220,,20,,780,,110,,680,,670,,43000,,680,,155,,58.8,
2419097,"Saint-Charles-de-Bellechasse, Municipalité (MÉ)",2021A00052419097,Subdivision de recensement,00000,2583,,1990,,0,,50,,10,,20,,100,,85,,760,,95,,2570,,290,,1945,,1940,,49200,,1945,,295,,69.2,
2419105,"Beaumont, Municipalité (MÉ)",2021A00052419105,Subdivision de recensement,00000,2968,,2395,,5,,85,,15,,25,,85,,165,,855,,75,,2795,,250,,2225,,2185,,58550,,2225,,305,,65.4,
